ID,TARGET
275,0.0035726165
277,0.17122489
278,0.18652157
280,0.0060828505
281,0.020907518
282,0.057424948
283,0.013977085
284,0.10560763
286,0.00771899
290,0.020756546
291,0.03776087
293,0.03029054
295,0.04111876
297,0.0017210026
298,0.15070099
300,0.004896657
304,0.011249121
305,0.0068976847
308,0.006948857
309,0.009862477
310,0.0041027414
312,0.03776087
313,0.17160697
315,0.012277357
317,0.031067155
318,0.017465489
321,0.009128928
323,0.07434578
325,0.012225194
326,0.017465489
327,0.013977085
328,0.01978337
329,0.026364328
330,0.002413896
331,0.031245857
334,0.054630507
335,0.01298625
336,0.06336259
337,0.0094953505
338,0.022317236
339,0.017465489
341,0.21174999
343,0.038103886
346,0.0042290767
348,0.0035726165
350,0.10117831
351,0.002668378
352,0.017465489
357,0.044320844
358,0.013977085
360,0.005765511
361,0.017465489
364,0.018536873
365,0.037971985
366,0.027248126
367,0.014734192
368,0.0051093716
370,0.0035726165
372,0.005425677
376,0.0021423318
377,0.0071136714
379,0.012332359
380,0.017465489
381,0.23528735
385,0.013977085
386,0.03776087
389,0.06372777
391,0.067480214
392,0.0035726165
393,0.013977085
395,0.022019152
396,0.009862477
397,0.002668378
398,0.025623502
399,0.029081102
400,0.013952036
401,0.009714089
403,0.007419448
405,0.05770647
406,0.029081102
409,0.017465489
411,0.023230972
413,0.0022354438
418,0.007800547
419,0.022317236
422,0.017465489
424,0.19951591
425,0.037448328
427,0.0035726165
430,0.0021423318
431,0.017465489
434,0.017465489
435,0.03776087
437,0.15070099
438,0.006929776
439,0.2015599
442,0.013977085
446,0.013977085
450,0.024798732
451,0.017465489
452,0.012945857
454,0.0021423318
455,0.007906001
463,0.03029054
464,0.013977085
465,0.0035726165
467,0.17160697
468,0.02544568
470,0.027113698
472,0.08465059
473,0.022317236
475,0.016460415
476,0.009841708
479,0.017465489
481,0.0066051567
483,0.038732123
484,0.013399095
486,0.04580486
487,0.0035726165
491,0.029081102
494,0.009862477
495,0.0023543548
497,0.023050861
498,0.008251576
499,0.013977085
503,0.017465489
504,0.03337903
505,0.009841708
506,0.008170144
507,0.047640145
508,0.219666
509,0.03029054
510,0.012951012
511,0.027785921
512,0.049134508
516,0.0024047454
518,0.03776087
519,0.015503146
520,0.00819188
521,0.0035726165
522,0.006127315
524,0.19844592
525,0.0050828527
526,0.0035726165
528,0.017465489
529,0.030728405
531,0.097414255
532,0.18652157
534,0.093261965
536,0.1370251
539,0.0969545
540,0.023256218
541,0.0035726165
542,0.05302114
545,0.02228271
546,0.0035726165
552,0.024200374
556,0.0021423318
557,0.0035726165
559,0.020089602
562,0.011787259
563,0.01477963
565,0.027700234
569,0.0021423318
570,0.09166076
574,0.021404576
575,0.009841708
585,0.009862477
589,0.018960377
590,0.039448474
592,0.022317236
593,0.03655823
594,0.0101142
595,0.017465489
597,0.005887487
601,0.0027317577
603,0.013977085
604,0.0019001089
605,0.03776087
607,0.0035726165
608,0.013765871
610,0.022317236
612,0.030613378
613,0.046442214
615,0.0025239044
616,0.24936664
617,0.029081102
619,0.022019152
620,0.18652157
621,0.0035726165
624,0.029564295
625,0.005054808
628,0.0035726165
629,0.25671095
630,0.03776087
632,0.026926706
634,0.0021423318
637,0.03029054
638,0.011037894
642,0.025509935
643,0.005302936
644,0.0769607
646,0.0021423318
655,0.028520955
660,0.022317236
664,0.031572808
665,0.08600004
666,0.0035726165
670,0.25916687
671,0.1937302
672,0.0064524757
675,0.0021423318
676,0.03776087
677,0.017465489
678,0.007835234
680,0.0035726165
683,0.19459017
684,0.03029054
685,0.04580486
691,0.022050684
693,0.002413896
696,0.0024569985
698,0.004268818
699,0.017465489
700,0.012019864
703,0.008904711
704,0.045108896
705,0.012062994
707,0.17122489
709,0.086341284
711,0.2015599
713,0.017465489
716,0.0035726165
719,0.0035726165
721,0.009862477
722,0.011393181
723,0.018475901
724,0.0057096905
727,0.0021423318
728,0.022317236
729,0.009841708
733,0.017465489
736,0.005634861
739,0.036075395
742,0.2015599
743,0.014410388
744,0.005555594
745,0.19844592
747,0.006855559
749,0.017291067
750,0.026364328
751,0.033033025
752,0.0032920216
755,0.0070150103
756,0.002668378
762,0.014905481
763,0.022317236
764,0.030321838
765,0.030620292
766,0.009862477
769,0.026364328
770,0.1174564
773,0.009862477
774,0.038828596
776,0.02544568
777,0.026364328
778,0.005450921
779,0.017465489
780,0.0035726165
781,0.02961098
786,0.057144962
788,0.008137726
794,0.05302114
796,0.2015599
801,0.13292186
802,0.029233616
803,0.004740228
804,0.0035726165
805,0.008837104
809,0.04571709
810,0.18652157
817,0.013977085
819,0.015795121
821,0.009862477
824,0.17122489
825,0.03673993
826,0.15070099
830,0.0070706513
831,0.024238616
832,0.009862477
833,0.022753736
837,0.017465489
839,0.0021423318
840,0.0021423318
841,0.04606329
842,0.0021423318
843,0.00680768
844,0.04606329
845,0.013977085
848,0.024144586
853,0.031139594
854,0.0021423318
855,0.0035726165
856,0.021133645
861,0.007440868
865,0.017465489
866,0.0017210026
867,0.022307033
870,0.0035496322
871,0.1386226
872,0.017465489
873,0.017465489
874,0.040610142
875,0.0068418398
876,0.00680768
879,0.017465489
880,0.0035726165
883,0.026364328
884,0.010679264
886,0.029205564
890,0.0035726165
892,0.022317236
893,0.04562766
894,0.026364328
895,0.05302114
896,0.029081102
897,0.0035726165
899,0.1386226
900,0.009447091
901,0.012211854
902,0.17160697
905,0.010320396
912,0.06256651
914,0.1913785
915,0.057400692
917,0.14044628
918,0.009841708
919,0.03029054
921,0.004744112
922,0.013656097
923,0.0022270426
926,0.0021423318
929,0.002413896
930,0.009862477
931,0.07016644
937,0.0035726165
938,0.014131565
939,0.024080053
941,0.038732123
946,0.003419966
947,0.022329278
950,0.006948857
951,0.0035726165
952,0.03029054
953,0.030545374
954,0.0021423318
955,0.017465489
956,0.25938547
957,0.046442214
960,0.03776087
963,0.1913785
966,0.023984183
969,0.029081102
971,0.014092907
972,0.0035726165
975,0.026422605
980,0.018056927
982,0.12596767
983,0.0040240968
985,0.049693853
987,0.006621964
988,0.008150931
991,0.013977085
992,0.0019001089
995,0.18652157
996,0.009841708
998,0.0035726165
1001,0.19641285
1002,0.009862477
1004,0.017465489
1005,0.06337206
1010,0.0035726165
1011,0.002413896
1012,0.0035726165
1013,0.027700234
1014,0.009862477
1015,0.03299406
1016,0.013977085
1022,0.0021423318
1023,0.04562766
1024,0.0035726165
1025,0.022317236
1026,0.1386226
1028,0.010679264
1029,0.006376851
1032,0.18652157
1034,0.032101564
1036,0.022317236
1037,0.007258791
1039,0.045715075
1042,0.017465489
1045,0.017465489
1046,0.028406486
1050,0.013431174
1052,0.0153485555
1055,0.017465489
1057,0.010874929
1058,0.0040240968
1060,0.0035726165
1062,0.009862477
1063,0.017465489
1064,0.05302114
1065,0.017588407
1066,0.0049797744
1067,0.17122489
1068,0.011355465
1070,0.14156446
1072,0.026364328
1077,0.19641285
1078,0.013977085
1079,0.0035726165
1081,0.03776087
1082,0.17160697
1093,0.019521065
1094,0.017465489
1102,0.017903924
1103,0.065080225
1106,0.004500742
1107,0.1937302
1112,0.03776087
1113,0.0035726165
1114,0.013400091
1116,0.0052322354
1118,0.03013374
1120,0.022317236
1121,0.038828596
1128,0.015017682
1130,0.1386226
1132,0.009862477
1135,0.0035726165
1138,0.08465059
1139,0.0070150103
1141,0.022317236
1143,0.17122489
1146,0.077465
1148,0.017465489
1149,0.031159388
1151,0.009862477
1152,0.022317236
1153,0.009862477
1155,0.019342901
1157,0.004500742
1160,0.027535027
1161,0.0041103372
1162,0.031924777
1164,0.065080225
1168,0.031159388
1169,0.0035726165
1174,0.17796837
1176,0.003960464
1177,0.15070099
1178,0.021186028
1180,0.03433645
1181,0.028683878
1182,0.091310546
1185,0.009862477
1190,0.0077028573
1194,0.0035726165
1196,0.0683644
1199,0.017465489
1200,0.024457801
1201,0.013787886
1202,0.044322368
1206,0.17302734
1207,0.031322338
1208,0.0021423318
1212,0.024467284
1216,0.0021423318
1219,0.017465489
1221,0.013977085
1222,0.0035726165
1225,0.026364328
1227,0.017465489
1230,0.010244056
1231,0.017465489
1232,0.017465489
1233,0.0035496322
1234,0.1386226
1235,0.012945857
1236,0.1937302
1237,0.005614283
1238,0.02226168
1239,0.026364328
1240,0.03351152
1241,0.009862477
1244,0.09622549
1245,0.038373586
1247,0.017465489
1250,0.02740566
1251,0.0040240968
1257,0.009862477
1259,0.0035726165
1266,0.12703112
1267,0.17122489
1268,0.014204521
1270,0.19459017
1272,0.012036728
1273,0.11463904
1276,0.04580486
1278,0.0021423318
1279,0.065567605
1283,0.012945857
1284,0.017465489
1286,0.0035726165
1289,0.033743292
1290,0.0024047454
1292,0.012155194
1293,0.03776087
1294,0.15158649
1296,0.11384236
1298,0.009862477
1299,0.19641285
1301,0.0021423318
1304,0.02867992
1306,0.021725854
1308,0.10852536
1310,0.03188704
1311,0.0035726165
1312,0.03495774
1315,0.0035726165
1318,0.088335305
1319,0.0028300567
1320,0.0035726165
1323,0.0035726165
1324,0.01413304
1325,0.030538015
1326,0.012491011
1329,0.19844592
1331,0.12161972
1332,0.017465489
1335,0.0042290767
1336,0.17122489
1338,0.03349162
1340,0.17122489
1342,0.0035726165
1345,0.009862477
1347,0.0035726165
1349,0.017465489
1350,0.01137182
1351,0.007637889
1354,0.0076793586
1355,0.017465489
1356,0.017465489
1359,0.0331839
1361,0.17122489
1362,0.15070099
1363,0.1913785
1365,0.019840864
1366,0.030970043
1367,0.017465489
1368,0.006948857
1369,0.0040240968
1370,0.032004856
1371,0.026364328
1372,0.14044628
1374,0.0035726165
1375,0.17302734
1376,0.0386471
1379,0.007524524
1380,0.017465489
1383,0.017465489
1387,0.057802
1388,0.017465489
1389,0.005277207
1390,0.030674467
1394,0.03776087
1396,0.19862702
1397,0.03433645
1399,0.05302114
1400,0.03029054
1402,0.1551141
1403,0.01822467
1404,0.14409675
1405,0.021421526
1407,0.014413083
1409,0.009862477
1413,0.0017210026
1415,0.040610142
1416,0.02751632
1418,0.0035726165
1422,0.0035496322
1423,0.0022270426
1425,0.005889396
1428,0.017465489
1429,0.017111667
1430,0.017465489
1431,0.065567605
1432,0.009841708
1434,0.0021423318
1435,0.0035726165
1436,0.17122489
1438,0.0071136714
1443,0.058098655
1445,0.027048802
1446,0.04099691
1453,0.013799011
1456,0.011411295
1458,0.021186028
1459,0.002668378
1460,0.038341746
1461,0.1817269
1462,0.17302734
1463,0.017465489
1466,0.18652157
1467,0.017465489
1469,0.086169705
1470,0.0022252125
1471,0.2015599
1473,0.0035726165
1476,0.013744376
1477,0.025040714
1481,0.017465489
1482,0.03029054
1485,0.1386226
1486,0.19459017
1490,0.018032786
1491,0.2015599
1493,0.009841708
1494,0.097414255
1500,0.013966607
1504,0.029842947
1506,0.009862477
1509,0.013342505
1512,0.0361655
1514,0.027785921
1518,0.017465489
1520,0.0035726165
1522,0.1460434
1525,0.19641285
1526,0.1386226
1529,0.17122489
1530,0.05302114
1532,0.0035726165
1533,0.0306064
1537,0.029081102
1542,0.0318617
1544,0.029081102
1545,0.1937302
1546,0.1913785
1549,0.065080225
1551,0.0035726165
1552,0.0035726165
1555,0.022317236
1556,0.0035726165
1558,0.19641285
1560,0.009862477
1561,0.04925734
1562,0.009862477
1563,0.0021423318
1566,0.002413896
1568,0.027092258
1570,0.017465489
1575,0.1937302
1577,0.026364328
1579,0.0070150103
1581,0.021045564
1582,0.055364244
1585,0.05302114
1586,0.006948857
1587,0.002413896
1593,0.017465489
1597,0.07841965
1599,0.018135997
1608,0.0034101054
1609,0.017465489
1612,0.03029054
1615,0.0035726165
1616,0.029917242
1618,0.028830808
1619,0.0035726165
1624,0.009862477
1625,0.08262114
1627,0.013977085
1628,0.19459017
1635,0.0035726165
1636,0.1386226
1637,0.017465489
1640,0.022317236
1642,0.018844811
1645,0.017465489
1647,0.009862477
1648,0.1913785
1650,0.0069136857
1651,0.05893635
1653,0.013977085
1654,0.0027317577
1655,0.014306329
1656,0.042791363
1657,0.1386226
1659,0.15070099
1661,0.11954099
1662,0.02914731
1663,0.1937302
1664,0.0538673
1671,0.017465489
1673,0.017465489
1674,0.012189199
1678,0.0035726165
1680,0.02740566
1682,0.023256218
1687,0.0021423318
1689,0.0035726165
1690,0.022695161
1691,0.031159388
1692,0.050335303
1696,0.002413896
1701,0.032987013
1702,0.024804462
1705,0.017465489
1707,0.017465489
1711,0.022317236
1714,0.042791363
1715,0.17302734
1716,0.065080225
1717,0.0035726165
1719,0.0035726165
1723,0.0035726165
1725,0.0055948514
1726,0.18652157
1728,0.0021423318
1730,0.005555594
1731,0.0071136714
1736,0.0065781726
1742,0.19459017
1745,0.08718885
1747,0.19844592
1749,0.03166018
1750,0.111060545
1751,0.004916472
1752,0.038283665
1753,0.033358097
1754,0.013977085
1758,0.14749461
1759,0.0149790635
1760,0.0056742053
1761,0.017465489
1763,0.03029054
1765,0.13813882
1767,0.048113577
1768,0.0035726165
1769,0.009248131
1774,0.03003663
1775,0.09831235
1776,0.0021423318
1777,0.026364328
1779,0.046204917
1780,0.002194762
1783,0.0035726165
1784,0.008364341
1785,0.009592907
1789,0.017465489
1790,0.085568994
1792,0.022168806
1793,0.065080225
1795,0.009862477
1796,0.010509333
1798,0.046442214
1802,0.0072909896
1803,0.04168548
1805,0.004484826
1806,0.038995355
1809,0.022620348
1810,0.0017210026
1812,0.017465489
1813,0.05646456
1814,0.0965454
1815,0.05936689
1817,0.028373584
1818,0.015920827
1819,0.03029054
1820,0.0137685
1821,0.14151704
1823,0.057213634
1826,0.029211985
1827,0.021045564
1829,0.19844592
1831,0.004500742
1833,0.026985798
1834,0.016792085
1837,0.029081102
1838,0.0035726165
1839,0.0035573565
1840,0.03514023
1841,0.02976419
1842,0.023140877
1844,0.014274236
1845,0.031174492
1846,0.0021423318
1847,0.0040240968
1850,0.0035726165
1851,0.03776087
1852,0.0021423318
1860,0.048113577
1862,0.04562766
1864,0.15070099
1865,0.009862477
1866,0.029081102
1867,0.04606329
1870,0.031692203
1871,0.030631334
1872,0.017465489
1873,0.0035726165
1874,0.11707541
1876,0.047126673
1878,0.036578882
1879,0.19459017
1884,0.027645867
1885,0.006948857
1888,0.031924777
1893,0.005563426
1897,0.04606329
1901,0.009862477
1902,0.009862477
1903,0.0035726165
1905,0.046442214
1907,0.008925756
1908,0.19641285
1919,0.17122489
1921,0.17122489
1926,0.009862477
1928,0.0037612428
1930,0.17160697
1933,0.026826246
1934,0.009862477
1935,0.043507535
1939,0.18652157
1940,0.017465489
1942,0.010679264
1943,0.006309278
1945,0.01258422
1946,0.03670156
1948,0.03776087
1949,0.027092258
1952,0.029081102
1953,0.013977085
1955,0.022317236
1959,0.029145965
1963,0.009862477
1965,0.029012766
1967,0.017465489
1968,0.030674467
1969,0.002880403
1970,0.08275091
1973,0.0125290295
1977,0.16138807
1978,0.0035726165
1979,0.0068878373
1988,0.017465489
1991,0.017465489
1994,0.0017210026
1996,0.0035726165
1997,0.013912378
1998,0.01195052
2000,0.099789366
2002,0.0060828505
2004,0.05302114
2007,0.03776087
2008,0.013977085
2010,0.0035726165
2011,0.031846862
2012,0.041055594
2015,0.011527834
2018,0.0021423318
2019,0.0035726165
2023,0.03029054
2024,0.07260435
2026,0.009862477
2028,0.009841708
2029,0.013977085
2031,0.017465489
2033,0.03776087
2034,0.017014163
2037,0.1937302
2038,0.017465489
2039,0.012126776
2040,0.0035726165
2042,0.009862477
2045,0.026364328
2048,0.031990908
2049,0.029081102
2050,0.03397883
2057,0.017465489
2061,0.026364328
2063,0.046112463
2067,0.024348676
2069,0.02976419
2070,0.017465489
2072,0.19951591
2073,0.072814316
2075,0.009862477
2076,0.05302114
2081,0.022317236
2082,0.065997675
2084,0.028997047
2085,0.07911295
2086,0.022317236
2088,0.017465489
2092,0.19951591
2093,0.005279751
2094,0.0035726165
2096,0.080293536
2102,0.03029054
2103,0.1386226
2104,0.048113577
2108,0.1937302
2109,0.01278899
2111,0.029081102
2113,0.038567934
2116,0.08704111
2117,0.03776087
2118,0.024383878
2119,0.013977085
2120,0.0035726165
2121,0.013977085
2124,0.051988933
2125,0.03776087
2126,0.010937802
2127,0.17160697
2131,0.0021423318
2133,0.08691314
2134,0.045353044
2136,0.013977085
2137,0.14044628
2139,0.05302114
2144,0.0017210026
2145,0.029605152
2146,0.056673493
2149,0.045131974
2150,0.012722175
2151,0.033392187
2152,0.016614512
2153,0.0035726165
2157,0.124370925
2158,0.022317236
2159,0.006621964
2161,0.0035726165
2163,0.0035726165
2166,0.036635187
2169,0.034633223
2171,0.19459017
2177,0.00771899
2179,0.10686795
2182,0.0021423318
2184,0.17122489
2185,0.03776087
2186,0.008875637
2187,0.013813215
2188,0.03508175
2189,0.0035726165
2190,0.19844592
2194,0.013570917
2195,0.013977085
2196,0.030963853
2198,0.100925155
2199,0.021868855
2200,0.0032920216
2201,0.01137182
2203,0.08102502
2208,0.013977085
2209,0.023911456
2210,0.026049033
2211,0.0035726165
2213,0.010799742
2214,0.0107197985
2215,0.15070099
2216,0.0032446913
2218,0.0062483405
2222,0.03776087
2224,0.0021423318
2229,0.0069055744
2230,0.010679264
2234,0.029880999
2235,0.026364328
2237,0.017465489
2239,0.0035726165
2241,0.0071136714
2242,0.009841708
2243,0.017465489
2244,0.0035726165
2245,0.0027317577
2248,0.039195925
2251,0.013966607
2253,0.19641285
2254,0.005001134
2257,0.0040240968
2261,0.07911295
2262,0.022317236
2266,0.010679264
2269,0.0035726165
2275,0.011129772
2278,0.009862477
2279,0.0118927
2283,0.010627589
2284,0.0538673
2285,0.006928263
2286,0.0021423318
2287,0.11768844
2289,0.1386226
2290,0.19844592
2291,0.022317236
2293,0.017465489
2300,0.037296716
2301,0.0070150103
2302,0.035402223
2303,0.013778223
2304,0.0035496322
2305,0.041145653
2306,0.03776087
2307,0.03029054
2308,0.15070099
2311,0.03029054
2313,0.029081102
2315,0.0017210026
2316,0.017465489
2318,0.15070099
2322,0.0060975216
2323,0.013977085
2325,0.029081102
2327,0.022317236
2328,0.085568994
2329,0.065080225
2330,0.026530987
2332,0.0035726165
2333,0.0035496322
2334,0.039654534
2337,0.026364328
2338,0.101009406
2341,0.1328283
2344,0.05302114
2345,0.011540616
2347,0.011465267
2348,0.03060933
2349,0.0035726165
2350,0.0116024185
2351,0.03801841
2358,0.028221581
2359,0.08600004
2361,0.026364328
2363,0.011069926
2364,0.014204521
2366,0.0904935
2369,0.0035726165
2370,0.14722776
2373,0.03776087
2375,0.014232444
2377,0.05302114
2384,0.065080225
2385,0.025150383
2386,0.085733496
2387,0.0021423318
2388,0.019976147
2392,0.017465489
2393,0.017465489
2394,0.017465489
2395,0.046275336
2396,0.03029054
2397,0.026364328
2400,0.017465489
2401,0.017821942
2403,0.029725034
2407,0.25076774
2408,0.03776087
2410,0.009862477
2414,0.1386226
2416,0.1937302
2421,0.0035726165
2422,0.05302114
2423,0.05302114
2425,0.03776087
2430,0.009862477
2433,0.010413915
2434,0.038373586
2437,0.035168324
2438,0.017465489
2439,0.1386226
2440,0.065080225
2442,0.028057503
2444,0.017897788
2449,0.013977085
2456,0.022317236
2458,0.029310128
2462,0.013977085
2463,0.007815382
2464,0.0047344677
2465,0.009841708
2466,0.005563426
2470,0.15070099
2476,0.017465489
2478,0.038828596
2482,0.18652157
2483,0.017465489
2484,0.17302734
2487,0.0021423318
2488,0.029081102
2493,0.006583613
2494,0.0034560205
2495,0.029081102
2499,0.022317236
2501,0.06872493
2503,0.02321539
2504,0.009862477
2507,0.022317236
2509,0.013977085
2511,0.017465489
2512,0.059757564
2515,0.013266987
2516,0.015967047
2517,0.017465489
2521,0.17122489
2525,0.0021423318
2527,0.105259225
2528,0.009862477
2529,0.009525144
2530,0.012220185
2531,0.1386226
2533,0.012999324
2537,0.026364328
2538,0.03029054
2539,0.020344067
2541,0.00989877
2542,0.1386226
2543,0.0021423318
2544,0.0017210026
2545,0.00771899
2546,0.0022470441
2548,0.03776087
2549,0.013857508
2555,0.0035726165
2556,0.016902754
2558,0.028959295
2561,0.2015599
2563,0.19951591
2566,0.014578585
2567,0.1386226
2572,0.0042290767
2573,0.02602135
2574,0.017465489
2578,0.009862477
2580,0.027977103
2581,0.014726454
2582,0.006948857
2586,0.039534315
2588,0.0070150103
2589,0.022216622
2591,0.017465489
2594,0.03776087
2595,0.010679264
2596,0.08913756
2597,0.008137726
2599,0.011476373
2600,0.017465489
2601,0.040921424
2611,0.010679264
2613,0.017465489
2614,0.0070150103
2615,0.022317236
2616,0.1937302
2617,0.038828596
2618,0.0083031105
2619,0.029429374
2626,0.011300187
2630,0.14156446
2632,0.0022470441
2636,0.0125194695
2639,0.03776087
2642,0.0021423318
2644,0.17302734
2647,0.017465489
2648,0.19641285
2649,0.054387286
2651,0.026364328
2652,0.085568994
2656,0.19844592
2658,0.052901335
2664,0.0035496322
2667,0.06224983
2669,0.014905824
2670,0.0035726165
2671,0.15070099
2672,0.1937302
2673,0.0035726165
2678,0.011925226
2679,0.021186028
2682,0.006948857
2684,0.0059475186
2685,0.029081102
2687,0.009481444
2689,0.003128298
2700,0.009862477
2701,0.017465489
2702,0.025797965
2704,0.04562766
2707,0.013799011
2710,0.02602135
2713,0.022317236
2715,0.067735195
2716,0.07877299
2724,0.0069055744
2726,0.08913756
2727,0.013977085
2728,0.005962948
2730,0.0035726165
2731,0.045177516
2733,0.029081102
2736,0.017465489
2737,0.012945857
2739,0.033372093
2740,0.0035726165
2741,0.03091983
2745,0.042713013
2747,0.2015599
2749,0.035273813
2751,0.0021423318
2752,0.030663554
2759,0.2015599
2760,0.004500742
2764,0.006948857
2766,0.03029054
2769,0.032658488
2772,0.06516671
2773,0.0035726165
2774,0.009862477
2776,0.006398835
2779,0.017465489
2782,0.2015599
2783,0.009862477
2788,0.0035726165
2789,0.02767753
2791,0.013977085
2793,0.024260443
2794,0.0035726165
2796,0.009862477
2801,0.021868855
2803,0.036578882
2804,0.0038885174
2805,0.017465489
2806,0.19862702
2808,0.040921424
2809,0.017465489
2812,0.015017682
2814,0.19844592
2815,0.021404576
2816,0.06604466
2817,0.17122489
2819,0.029844044
2821,0.19844592
2822,0.020089602
2825,0.0035726165
2827,0.0035726165
2829,0.026364328
2830,0.010414617
2831,0.0035726165
2833,0.0035726165
2838,0.0420746
2839,0.050169203
2843,0.0021423318
2845,0.013977085
2849,0.023995252
2850,0.005535548
2852,0.02602135
2859,0.009862477
2861,0.004500742
2862,0.029141022
2863,0.027700234
2865,0.009862477
2866,0.1937302
2867,0.070142545
2869,0.015889635
2871,0.0035726165
2872,0.017465489
2873,0.1937302
2874,0.006625057
2876,0.026364328
2877,0.0035726165
2880,0.15070099
2881,0.009862477
2882,0.029081102
2885,0.005941218
2886,0.02261852
2888,0.0042290767
2889,0.027092258
2891,0.045887545
2892,0.010858994
2893,0.19641285
2897,0.069015145
2898,0.029484011
2899,0.017465489
2901,0.026985403
2903,0.17302734
2904,0.00682209
2905,0.012189199
2906,0.058359645
2908,0.016413268
2910,0.1937302
2913,0.0021423318
2914,0.0035726165
2915,0.0035726165
2917,0.006729115
2918,0.028329717
2919,0.2015599
2920,0.037464973
2921,0.035255775
2922,0.2015599
2925,0.03029054
2926,0.024144586
2927,0.03029054
2928,0.022317236
2929,0.0040240968
2930,0.008521445
2936,0.0021423318
2944,0.0035726165
2949,0.009248131
2950,0.012385021
2951,0.025589649
2952,0.0052094497
2955,0.026364328
2957,0.0061291917
2959,0.009969723
2960,0.017465489
2961,0.008277381
2963,0.03029054
2966,0.0035726165
2967,0.029081102
2968,0.03170639
2969,0.016380414
2970,0.030413734
2972,0.035546735
2973,0.012218424
2974,0.0021423318
2975,0.19459017
2976,0.030935979
2980,0.0021423318
2983,0.03029054
2984,0.17122489
2986,0.006968156
2988,0.020344067
2989,0.031123744
2990,0.0027317577
2991,0.1937302
2994,0.017465489
2995,0.0650135
2997,0.02347605
3000,0.031990908
3001,0.0191495
3002,0.0035726165
3003,0.080987714
3005,0.0017210026
3007,0.0017210026
3008,0.029370531
3009,0.029081102
3011,0.014664916
3012,0.2015599
3015,0.017465489
3017,0.0116859535
3019,0.11108764
3022,0.05302114
3025,0.03795684
3027,0.017252767
3028,0.0062369253
3030,0.017465489
3031,0.0021423318
3033,0.007906001
3035,0.031572808
3036,0.029650955
3037,0.0035726165
3039,0.0070150103
3041,0.20090096
3046,0.009862477
3047,0.0039551123
3048,0.006948857
3050,0.07273167
3051,0.0021423318
3053,0.002668378
3055,0.17160697
3056,0.025509935
3058,0.014828026
3060,0.15070099
3062,0.04232064
3063,0.15070099
3064,0.1386226
3065,0.2015599
3067,0.04580486
3069,0.03029054
3070,0.17122489
3072,0.1386226
3073,0.007815382
3074,0.0035726165
3079,0.017465489
3080,0.1937302
3083,0.017465489
3084,0.0147896735
3089,0.017465489
3093,0.0021423318
3094,0.17122489
3096,0.07970421
3098,0.009862477
3100,0.004150193
3101,0.044322368
3102,0.022000806
3104,0.035168324
3105,0.051130164
3106,0.017465489
3109,0.006524014
3110,0.004482825
3111,0.008208401
3113,0.1913785
3115,0.1386226
3116,0.017465489
3120,0.0361848
3122,0.009862477
3124,0.017465489
3128,0.009862477
3129,0.025896711
3130,0.046398688
3132,0.020975152
3133,0.0122884065
3135,0.03008886
3138,0.018942833
3139,0.033359572
3140,0.17122489
3143,0.0035726165
3146,0.17302734
3148,0.12803727
3149,0.17122489
3150,0.038828596
3152,0.15070099
3153,0.13101883
3154,0.03029054
3155,0.017465489
3159,0.012452426
3162,0.0035726165
3163,0.1937302
3164,0.005781732
3166,0.036865495
3167,0.029081102
3168,0.0035726165
3171,0.013977085
3172,0.048113577
3173,0.013977085
3177,0.17122489
3181,0.022317236
3183,0.15070099
3185,0.029081102
